username	main	talk	user	usertalk
Pompey123456789	3	0	0	0
Pompouspedant	1	0	0	0
Poopman227	3	0	0	0
Poppy555	9	0	0	0
Porkins.nmi	5	0	0	0
Posching	5	0	0	0
PotomacFever	1	1	0	0
Pplfrancohibou	3	0	0	0
Pranjal8128	1	0	0	0
Pranu tisdalefan	4	0	0	0
Premasiri kumara	2	0	0	0
Pressassociation	3	0	0	0
Prettylittleprincess	4	0	0	0
Priyarajeshmay25	3	0	0	0
Pro.seods	6	0	0	0
Proberts2003	48	0	0	24
Projectdusk	1	0	0	0
Projectfrequency	1	0	0	0
Protondeepesh	1	0	0	0
Psaflight182	3	0	0	0
PSE teh 1nf0	1	0	0	0
Psfoote	7	0	3	0
Pstults	9	0	0	0
Psuthesp	16	0	0	0
Psychiatry777	60	26	191	23
Ptb123	16	0	0	0
Publius222	2	0	0	0
Pucklusti10	1	0	0	0
Pur5uit0fTruth80	1	0	0	0
Purelybelta	6	0	0	0
Puremadan77	1	0	0	0
Purple Black	4	0	0	16
Purveyor of Great Knowledge	6	0	0	0
Pwilson@apnic.net	1	0	0	0
Pyromanizak	2	0	0	0
Qbdils	1	0	0	0
Qetuo12-m	1	0	0	0
Qiuzheyun	9	40	0	5
Qnyafs	7	0	0	0
Quahtrader	2	0	0	0
Quecostique	1	0	0	0
Queenquiqui	2	0	0	0
Quinnshaw	3	0	0	0
Radigab	1	0	0	0
RadioElectric	1	0	0	0
Rae4sunshine	14	0	0	0
Rafa 2612	2	0	0	0
Rafafederer	1	0	0	0
Raffele	6	1	0	0
Rafmag	4	0	0	0
Raghavendrambk	1	0	0	0
Railroadfan2	2	0	0	0
Rajasen	1	0	0	0
Rajbhushanpatna	2	0	0	0
Rajea	1	0	0	0
Rakeshsinghal	1	0	0	0
Rampagedan	2	0	0	0
RandomHello4	2	0	0	0
Randomtom83	1	0	0	0
Ranny Shami	32	0	0	0
Raoofuddinalikhan	4	0	0	0
Rapps5	5	0	0	0
Rattenkrieg	22	0	0	2
RaulMetumtam	6	0	0	1
Raulrodriguez60	1	0	0	0
Ravenousrepeller	8	0	1	0
Ravenstar68	1	0	0	0
Raviappaji	1	0	0	0
Rawisrob2	2	0	0	0
Rawrmomox3	2	0	0	0
Rayhusthwaite	1	0	0	0
Raynguyen112694	1	0	0	0
Rb905	3	0	0	0
Rbh0728	3	0	0	0
Rcach001	10	0	0	0
Rcodd	2	0	0	0
RDarrenStanley	1	0	0	0
Rdougla2	9	0	0	0
Re2rocks	2	0	0	0
Reachshariq	3	0	0	0
Reader511	5	0	0	0
Readersquill	1	0	0	0
Readytofall88	1	0	0	0
Rebhintze	1	0	0	0
Rebtra1	4	0	0	0
Redblood1970	1	0	1	0
Redsarah110	1	0	0	0
Redskinsfan1	3	0	0	0
Redsoxfan95	19	0	0	0
Redundance	1	0	0	0
Reiskopf	1	0	0	0
RepentantHippie	3	0	0	0
Retaggio	90	14	5	6
Revjbsii123	1	0	0	0
Revolux.	4	0	0	0
Rezin8	27	0	0	0
Rgb2000	1	0	0	0
Rhakeem469	2	0	0	0
Ricardoimmorales	1	0	0	0
RicciChoi	3	0	0	0
Richard Daniels 01	2	0	0	0
Richarddotty	4	0	0	0
Ricky4281	2	0	0	0
Ricolai	1	0	0	0
Rideyukon34	2	0	0	0
Riomas13	1	0	0	0
Ripsonpaulman	6	0	0	0
River365	13	0	0	1
Riverfalls	2	0	0	0
Rjkashef	1	0	1	0
Rlindstrom	1	0	0	0
Rlm1992	1	0	0	0
Rmiller1959	64	0	0	0
RN62217	24	0	0	0
Rnoyte	4	0	0	0
Rob Guillemin	2	0	0	0
RobbieFal	59	8	0	0
RobbieH02879	1	0	0	0
Robert Ingil	3	0	0	0
Robertreinke	1	0	0	0
Roberttest9	3	0	0	0
Robin ac30	1	0	0	0
Robin4084	14	0	0	5
Robles805	2	0	0	0
Robmccahill	2	0	0	0
Rocketlord06	1	0	0	0
Rockithegreat	2	0	0	0
RockMeIn;	4	0	0	0
Rod.Rieger	1	0	0	0
Roderickmilne	4	0	4	0
Roger.e.miller@gmail.com	2	0	0	0
Rogerawong	1	0	0	0
RogerDodger111	1	0	2	0
Rolf Eike Beer	2	0	0	0
Rologutwein	1	0	0	0
Romabuff	7	0	2	1
RomanDenisov	1	0	0	0
Rominandreu	133	4	2	0
Romo82	1	0	0	0
Roof carrier	1	0	0	0
Room366	18	0	0	0
Rosea99	2	0	0	0
RoseClan	1	0	0	0
Rosemarybeetle	15	0	0	0
Rosemarygoog	1	0	0	0
Rosewolf Demonwing	1	0	0	0
Rosigracet	15	0	0	0
Rossedgar13	1	0	0	0
RoswellDesertRose	1	0	0	0
Rowweht	3	0	0	0
Roy Cameron	12	0	0	0
Royce	10	0	0	0
RRM - Dalhousie	2	2	0	0
Rsony123	2	0	0	0
Rsun8509	1	0	0	0
Rsunde1	36	0	0	0
Rtz123	3	0	0	0
Ruaner1717	2	0	0	0
Ruanomar	3	0	0	0
Rubendesomer	2	0	0	0
Rubmik	1	0	0	0
Russeads77	3	0	0	0
Rwhittinghill	2	0	0	0
Ry.hague	3	0	0	0
Ryanandlenny	2	0	0	0
Ryanofwales	3	1	0	2
Ryansunil727	7	0	0	4
RyguyMN	4	0	0	0
Rypper95	5	0	0	0
Ryzak Black	2	0	0	0
S.sinha04	14	0	0	0
S0879	1	0	0	0
S2grand	867	2	0	12
Sacolcor	5	0	0	1
Sacredlandfilm	8	0	0	0
Saintsivert1221212	2	0	0	0
Saketsree	5	0	0	0
Sakhal	8	0	0	0
Salehzangaaneh	30	0	13	0
Sallerian88	1	0	1	1
SallyFord	91	12	0	0
Salttalk	1	0	0	0
Sam in berkeley	2	2	0	0
Sameera	32	0	0	0
Samsung5	4	0	0	0
Samthetechie	1	0	1	0
Samvadplc	13	0	0	0
Samweis	1	0	0	0
Sandybao	14	0	0	0
Sanmurugesan	2	0	0	0
Santimurillo	3	0	1	0
Santosga	66	1	1	0
Santosh.swamy	3	0	1	0
Sarahthomson123	1	0	0	0
SarahZ123	1	0	0	0
Sarakthx	10	0	0	0
Saranyarubini	3	0	0	0
Sarathg	1	0	0	0
Sarawut123	12	0	0	0
Sasha nolan	2	0	0	0
SashaBLROA	2	0	0	0
Satyamishra	5	0	0	0
Sawabafa	2	0	0	1
Sawagner201	1	1	0	0
Saxbryn	14	1	2	6
SaxonW	1	0	0	0
Saylaveeproductions	9	0	0	0
Saz74	1	0	0	0
Sbarton11	1	0	0	0
Sboctor	2	0	0	0
Scetoaux	1	0	0	3
Schmin	2	2	0	0
SchneiderKD	1	0	41	2
Scholboy97	4	0	0	0
ScooterTeckne	1	0	0	0
Scoper71	1	0	0	0
Screamo4211	1	0	0	0
Scribe48	1	0	0	0
Sctepp	2	0	0	0
Sdeleware	1	0	19	2
Sdoradus	16	5	0	0
Sdrain	2	0	0	0
Seabeast	2	0	0	0
Seaford90210	1	0	1	0
Sean Antrim	1	1	3	0
Seb4041	2	0	0	0
Sebgattifanclub	15	0	0	0
Secretphilosophy	36	0	0	0
SedMohammad	4	0	0	0
Seedykay	13	0	13	0
Seegar3	1	0	0	0
Sekiria	108	0	0	0
Semisilentbob	2	0	0	0
Sensai-bob	4	0	0	0
Sepiraph	14	0	9	0
Sergey Moskalev	29	0	0	2
Seth.vincent	1	0	0	0
Settsu	1	0	0	0
Sety5000	1	0	0	0
Sfcfclan	5	0	0	0
Sgrant39	1	0	0	0
ShadowBoxer	36	0	0	4
Shadows519	4	0	0	0
Shaftes1	1	0	0	0
ShanaScandalous	1	0	0	0
Shandigirl30	3	0	0	0
Shanemc123	1	0	0	0
Shanezenith	19	0	0	0
Shankard415	4	0	0	0
Shaq91	68	0	0	0
Sharkjumper99	1	0	0	0
Sharkums	1	0	0	0
Sharonbarnhardt	5	0	0	0
Shauntp	27	11	2	0
Shawna718	2	0	0	0
Shawnbroderick	3	0	0	0
Sheikhyabum	2	0	0	0
Shertman	11	0	0	0
Sheyuli325	6	0	0	0
Shiftychica	2	1	0	0
Shimonb95	95	0	0	0
Shimron	1	0	0	0
Shine999	1	0	0	0
Shinerandduke	2	0	0	0
SHL-at-Sv	10	0	0	0
Shockingrain	7	0	0	0
Show ryu	2	0	0	0
Shrappers	4	1	0	8
Shrew2112	1	0	0	0
Shughes2	1	0	0	0
Shunz03	2	0	0	0
Sidekik07	1	0	0	0
Sidhu Jyatha	175	2	0	3
Sidilicious	1	0	2	0
SIDYCtSM	2	0	13	0
Sigerhed	1	0	0	0
Sijmen	3	0	0	0
Silhouette1976	14	0	0	0
Silkbeddingandmore	3	0	0	0
Silly456	2	0	0	0
Silly497	1	0	0	0
Silvolf	3	0	0	0
Simightgetyou	4	0	0	0
Simplifast	5	0	0	0
Simplyamitt	2	0	0	0
Simpsondory	3	0	0	0
Sinkers	4	0	0	0
Sith223481	1	0	0	0
Sivask437	7	0	0	0
Sjnumn	4	0	0	0
Skaggot	2	0	0	0
Skahn24	2	0	0	0
Skarkkai	10	1	0	0
Skarock	23	0	0	0
Skates61	4	4	0	0
Skempers	1	0	3	0
Skicker68	4	0	0	0
Skilz2paydabills	2	0	0	0
Skitzoidlady	1	0	0	0
SlamMeMore	7	6	4	11
Slaninga	1	0	0	0
Slap88	1	0	0	0
Sliceofmiami	11	0	0	0
Slimshadyeminem101	2	0	0	0
Slm1202000@yahoo.com	7	0	0	1
Slongshot	1	1	0	0
Slovichon	31	0	0	0
Slumvillage13	19	0	0	0
SmaccaWA	28	0	7	2
Smart margot	15	0	0	0
Smats77	1	0	0	0
Smiffyem	3	0	0	0
Smileyski612	1	0	0	0
Smitdl07	1	0	0	0
Smith1697	1	0	0	0
Smithy123456789	40	2	0	0
Smores29	1	0	0	0
Smugel	3	0	0	0
Smurph7282	11	3	0	0
Snablisky	4	0	0	0
Snake milhouse	3	0	0	0
SnakeStrife	2	0	0	0
Sniccum	1	0	1	0
Snitkofb	1	3	0	0
Soandos	1	0	0	0
Soave	1	1	0	0
Sockr44e	85	0	0	0
Softwaresavant	31	20	0	14
Solbreak	1	0	0	0
Soldier 1033	26	0	4	2
SomeAngel7	1	0	0	0
Somelodge	1	0	0	0
SomeoneSmart99	1	0	0	0
Sonarity	21	0	0	0
Sophisticated penguin	1	0	0	0
Sopoforic	12	2	1	2
Souljinni	1	0	0	0
Spdsl	2	0	0	0
Speaker1994	22	2	0	1
Spencejam	2	0	0	0
Spencerhoddeson	2	0	0	0
Spineau07	1	0	0	0
Spixx	10	0	0	0
Spouts227	1	0	0	0
Spunkyknight	11	0	2	0
Squeal	29	7	0	3
Squirt15	11	0	0	0
Srcarlosmontoya	17	0	0	0
SRH1987	3	0	0	0
Srirangks	1	0	0	0
Ssather01	1	0	0	0
SSG Schwartz	2	0	0	0
Ssven	1	0	0	0
Stacked.pancakes	1	0	0	0
StarbriteQueen	222	0	0	2
Starcraft brood war	2	0	1	4
StarInvasion	48	0	13	0
Statesville	1	0	0	0
Statman99	35	0	0	0
Steal2	1	0	0	0
SteelAVic18	24	0	0	0
Steemans guy	1	0	0	0
Steffan Otis	4	0	0	0
Stefkp	4	0	0	0
Stelmaris	67	1	0	0
Stephlittle1234	1	0	0	0
Sterlsilver	5	0	0	0
Steve DeVito	1	0	0	0
Steve Snook	1	0	0	0
Steve51210	1	0	0	0
SteveDUImig	3	0	0	0
Steveireland2009	1	0	0	0
Stevew924	1	0	0	0
Stevo505	7	0	0	0
Stickelberger	2	2	0	0
Stockex	1	0	0	0
Stoogie37	2	0	0	0
Stovetop1	9	0	0	0
Stratosphere	17	0	2	3
Straussiewousie	1	0	0	0
Strawberry icecream	1	0	0	0
Streetaristocrat	5	0	0	0
Strider1234	1	0	0	0
Strimbu	2	0	0	0
Striped Shado	2	0	0	0
Stueker	3	0	0	0
Stylecr	1	0	0	0
Sucronem	1	0	0	0
Sudika	2	1	0	0
Sudopeople	11	0	0	0
Suei8423	1	0	0	0
Suikyo	1	0	0	0
Summguy2000	4	0	0	0
SunOnMyWall	2	0	0	0
Sunshine771	1	0	0	0
Sunsunsunsun	1	0	0	0
Super Goku V	6	0	2	1
Super j75	5	0	0	0
Supermassivelinux	1	0	0	0
Supernova0	71	6	15	0
Superr600	2	0	0	0
Supersam1021	1	0	0	0
Superswartzy1	1	0	0	0
Supremeconfidence	1	0	0	0
Surf5270	2	0	0	0
Sustainableview	5	0	0	0
Susuman77	2	0	0	0
Suxxxx	23	0	0	0
Sv Sea Lion	35	0	0	0
Sv1026	1	0	0	0
Swanstoon	1	0	0	0
Swapnils2106	47	8	3	24
Swardom	1	0	0	2
Swatson999	2	0	0	0
Sweaterrpoorlyknit	1	0	0	0
SwiftyStylez	2	0	0	0
Sylviably	8	0	0	0
Symbology101	6	1	0	0
Symbolt	11	2	0	0
Sytykj	8	2	0	0
T candace	1	0	0	0
T T	1	0	0	0
T.C.Parker	3	0	0	0
Tích Lan nhân	2	0	0	0
TabASlotB	11	1	0	0
TailsBuddy400	61	0	0	0
Taimichaels	12	0	8	0
Tallyho stu	4	0	0	0
Talythan01	1	0	0	0
Tammanarohit	1	0	0	0
Tamtoot	1	0	0	0
Tango9390	2	0	0	0
Tangra101	23	0	0	0
Tanmingyan	2	0	0	0
Tantalizer	7	0	0	0
Taomusic	19	0	0	0
Tarmacadam	3	0	0	1
Tastle	2	0	0	0
Tatchity	6	0	0	0
Taype-intl	5	0	0	0
Tazok	8	3	0	0
TBIRallySport	1	0	0	0
Tcaudilllg	120	253	9	153
Tcnorden	4	0	0	0
Tcshan2003	1	0	0	0
TDAEpisodes	18	0	5	3
Tdenzer	18	0	0	0
Teambriangb	2	0	0	0
Techwire	3	0	0	0
TeddySea	2	0	0	0
Teganski x	4	0	0	0
Telkontar	2	0	0	0
Temple gault	1	0	0	0
Tendbit	10	0	1	0
Terraceten	6	0	0	0
TextAlchemist	1	0	0	0
Tgray22	1	0	0	0
Thatboynii	1	0	0	0
Thatpersons	1	0	0	0
The clock struck 13	1	0	0	0
The idiot	13	0	1	0
The perfume shop	1	0	0	0
The Polyphonics	20	0	16	2
The Saturday Boy	31	0	0	0
The Sports Fan	41	1	0	0
THE SWEETHEART	3	0	0	0
The Whole Nine Yards	2	0	0	0
Theatrefreak09	10	0	0	0
TheBIGGESTtuna	5	0	0	0
TheCook	2	0	0	0
TheeSPC	5	0	0	0
Thefinchboy	14	0	0	0
Thegoldenticket	93	0	0	0
Theladybug007	7	0	0	0
Thelaughsarewithus	1	0	0	0
TheNativeAlien	3	0	0	0
Theone2know	1	0	0	0
Thepackerfan2493	4	0	0	0
TheQueenProject	2	0	0	0
TheRight1	3	0	0	0
Therius	291	0	0	0
Theshipsank	5	0	0	0
Thesycophant	1	0	0	0
TheTile1979	6	0	0	0
Thetripcodesaidyousuck	1	0	0	0
Thewikirmanjohn	13	0	0	0
Thiagu Idappadi	3	0	0	0
Thomas AndrewsII	46	0	0	0
Thomasjkeeley	12	0	0	0
ThorRazz	1	1	1	0
Thoughtdreams82	1	0	0	0
Three Young Toads	3	0	1	1
Threefour15	1	0	0	0
Threefourfive	1	0	0	0
ThreePenguins	1	0	0	0
Threesixx	2	14	0	0
Thunderman69	1	0	0	0
Thunerflash	3	0	0	0
TicketToRide4	1	0	0	0
Ticzam	8	0	0	0
Tied.knot	2	0	0	0
Tifannylov3r	2	0	0	0
Tilt u	1	0	0	0
Tim1357	35396	3265	275	2197
Timeadows	3	0	0	0
Timebandit12	8	0	0	0
Timecko	1	0	0	0
TimeLord mbw	4	0	0	0
Timeskimmer	7	0	0	0
Timmah56	1	0	0	0
Timpcfcgrv	2	0	0	0
TimUsher01	2	0	0	0
TJnVA3000	1	0	0	0
Tkrones	6	0	0	0
TMRV1234	134	0	0	0
Tnt0071	2	0	0	0
Todai mitaka	31	0	0	0
Tolkienologist0702	10	0	1	0
Tom.faughnan	1	0	0	0
Tomatotom	8	0	0	0
Tombleeboo	5	0	0	0
Tomeu87	3	0	0	0
Tomhermann	1	0	0	0
Tommader	26	0	156	0
Tommysic	1	0	0	0
TomWTCC	9	0	0	0
Toney tacorific	3	0	0	0
Tonkaliscious	1	0	0	0
Tonyalmeida73	2	0	0	0
Toolfan56789	3	0	0	0
Toowwwwweret	6	0	0	0
Topia robert	1	0	0	4
Topraka	9	0	0	0
Topsydog	1	0	0	0
Torkoscsongor	1	0	0	0
Torngait	10	1	0	0
Tournachon	1	0	0	0
Towinn	20	0	0	4
Toza Os	24	0	0	0
Tpoa	1	0	0	0
Trackee4	6	0	0	0
Tranzio22	1	0	0	0
Treasurehouse	77	0	0	1
Trebma	3	0	0	0
Tregunter	3	0	0	0
Trejone13	20	0	0	0
Trimerocephalus	1	0	0	0
Trixie54	1	0	0	0
Trndtbb	3	0	0	0
Troganmatt	2	0	0	0
TruthofBaptist	1	0	0	0
Tsudduth24	8	0	0	0
Tteh00	2	0	0	0
TTK Ciar	4	3	1	0
Tuatara8081	1	1	1	0
Turkeyleg778	5	1	0	0
Tuskaloosa	1	0	0	0
TwilightGal x	11	0	18	1
Twosheds316	4	0	0	0
Twstdview	1	0	0	0
Txarli	1	0	0	0
TyG2k9	3	0	0	0
Tygerbait	59	0	0	9
Tylerellis102	28	0	0	0
Tyluma	2	0	0	0
Typhoon2009	35	83	0	8
Tyw7	930	121	532	1282
Tzau	3	0	0	0
TzECA	8	0	0	0
Tzt9876	3	0	0	0
Tzvic	10	0	0	0
UberUltimate	5	0	0	0
Udithait	1	0	0	0
Uʍop ǝpısdn	1	0	0	0
Ugandanis Chicken	3	0	0	0
Ugawood	1	0	1	0
Ukiedukie	3	7	0	0
Ula4ever2me	7	0	0	0
Ulflulfl	20	0	0	0
Uljua	5	0	0	0
Ultan Bates	1	0	0	0
Ultron1980	5	3	0	0
Ulysses41	2	0	0	0
Umasshoops	1	0	0	0
Umeshsh	4	0	0	0
Underscore545	2	0	0	0
Undersea imager	5	0	0	0
Undomelin	10	0	2	1
Unexplainedbacon	1	3	1	1
Unhuman666	1	0	0	0
Unicorn324	3	0	0	0
Unitmorewikis	3	0	0	0
Universe1996	3	0	0	0
Unknown198	2	0	0	1
Unstoppablejoe	1	0	0	0
Unused0011	6	0	2	0
Unzinc	3	0	0	0
Urbancybermonk	32	2	0	0
UrsulaMajora	10	2	1	1
Urvi bose	1	0	0	0
Uscra1	9	0	8	10
Usedmagic1	11	0	0	0
Userask	5	0	0	0
Username12321	1	0	0	0
Usman one	48	0	0	0
Uutela	4	0	0	0
V madhu	30	6	0	0
V00d00m4n	3	0	0	1
Valleykennelscanecorsos	6	0	0	0
Vampirate1221	1	0	0	0
Vanessa kelly	1	0	5	0
Vaudedoc	147	24	0	10
Vdude1231	7	0	0	0
VEDPRAKASHMOTWANI	7	0	0	0
VenomousConcept	93	27	39	4
Veronicacarg	5	0	0	0
Vertigo900	1	0	0	0
Vgnsnw	6	0	0	0
Vickhis43	5	0	1	1
Vicmillsy	47	1	0	4
Victoriadunn	1	0	0	0
Videoclean	3	0	0	0
Vienghatar	11	0	0	0
Vijayalayan	30	0	0	0
Vijeshvpra	1	0	0	0
VijiRam	1	0	0	0
Vikus12345678901212	1	0	0	0
Villager69	7	0	0	0
Vincent.couwenberg	1	0	0	0
Vincentmussolini	4	0	0	0
VindicativeLilith	21	0	0	0
Vinodparvathareddy	1	0	0	0
Violingirl85	1	0	0	0
Viralthoughts	9	0	0	0
Viscountrapier	4	3	0	0
Vishal1win	2	0	0	0
VitaleBaby	2515	3	1	13
Vivaladeej	8	0	0	0
Vivekpawar	13	0	0	0
Vkrippen	4	1	0	0
VladaCZBG	3	0	0	0
Vociferous27	1	0	0	0
Volckmann	4	0	0	0
VonPurdy	6	0	0	0
Vrenk	3	0	0	0
Vshah08	1	0	0	0
Wagontrain27	2	0	0	0
Wallerfan	5	0	0	0
Waltoncats	32	0	0	0
Wangchuks1	1	0	0	0
War Machine Alpha	6	0	0	0
Waterpoint	2	0	0	0
Wawewisete	8	0	11	0
Wayneharish	1	0	0	0
Wchriswatkins	8	0	0	0
Weasel691	1	0	0	0
Weberdave1584	2	0	0	0
Webmaster.pankajy	1	0	0	0
Weeklyramble	3	0	0	0
Weelambchops2	7	0	0	0
WeRanonymous	2	0	0	0
Wetmoron	1	0	0	0
Whatawasteofmytime	2	0	0	0
WheezePuppet	2	0	0	0
Whisperakane	1	0	0	0
White friar	1	0	0	0
Whoosher	36	2	0	0
Wiccamical	8	0	0	0
Widenseo	1	0	0	0
Wieselthur	1	0	0	0
Wiki king2121	1	0	0	0
Wiki Schroeder	1	0	0	0
WikiAritra	3	0	0	0
Wikibsas	1	0	0	0
Wikifide	1	0	0	0
Wikimakpedia	8	0	0	0
WikimanAAA	1	0	0	0
Wikimanagment	1	0	0	0
Wikipeditor	73	11	0	10
Wikishan228	3	0	0	0
WikiTownsvillian	61	4	0	1
Wildknot	2	1	0	0
Wilfordsy	27	0	0	1
Wilfsdad1965	78	0	0	0
Wilfw	4	0	0	0
William Longland	1	0	0	0
Williamhkbu	1	0	9	0
Williamstrother	144	9	0	7
Willowcreekakitas	2	0	0	0
Windustsearch	20	20	0	3
Winkyp	2	0	0	0
Winrq	5	0	0	0
Winterbourne1	1	0	0	0
Wiredon	15	0	0	0
Wisetothat	2	0	0	0
WiseZSR	2	0	0	0
Withdean	2	0	0	0
WJM52358puppy	2	0	0	0
Wlduae	45	0	0	0
Wmeadow	1	0	0	0
Wmshub	2	0	0	0
Wnewaz	2	0	2	0
Wnoble721	2	0	0	0
Woahnowbetty	21	0	0	0
Wojewodzic	1	0	0	0
Wokwok	1	0	0	0
WolfJack45	12	9	2	29
Wolftrex	2	0	0	0
Wombatvale	1	0	0	0
Woobyland	1	0	0	0
Woodbr30043	1	0	0	0
Woody1924	3	0	0	0
Woooodum	2	0	0	1
Workoffiction	7	0	0	0
Wragge	57	3	0	0
Wrathful mite	1	0	0	0
Wrighthere1710	6	0	0	0
Wuthering72	2	0	0	0
Wwaldrep	2	0	0	0
Wwgeaf	8	0	0	0
Wytten	1	0	0	0
Wzhangfl	4	0	0	0
Xan07	4	0	0	0
Xasha	1	4	0	13
Xeplica	1	0	0	13
Xfactor5alex	2	0	0	0
Xfanplasma	23	0	1	4
Xfonsterx	3	0	1	0
Xheyymaddiie	1	0	0	0
XLCior	1	0	0	0
Xmikexedgex	3	0	0	0
Xompanthy	30	0	1	1
Xpistol	1	0	0	0
XTokioHotel	1	0	0	0
Xtreme.g	5	1	0	0
Xuiofg	1	0	0	0
Xx1643	1	0	0	0
Xxl filip	5	2	0	0
YaM900	6	0	0	1
Yamuji	1	0	0	0
Yanchik	1	0	0	0
Yannbbosch	1	0	0	0
Yarjm	5	0	0	0
Yarko	25	1	3	7
Ycoleman31	2	0	0	0
Ycshkr	2	0	0	0
Yeahboyyy	19	2	0	2
Yeshua77	2	0	0	0
Yestevilla	117	0	0	0
Yetnup	1	0	0	1
Yigytugd	206	0	0	10
Yimingleon	4	0	0	0
Yippyyay	1	0	0	0
Ykmdt	1	0	0	0
Yorke71	16	0	2	0
Yoruba1	1	0	0	0
Yoshi675	3	0	1	4
Yourmom667	1	0	0	0
Yourrfriend	13	1	0	0
Youstink14	1	0	0	0
Yoyo Kirby2	7	0	0	0
Yrogirg	18	0	2	1
Yserambassador	2	0	0	0
Yubarkan	6	0	16	0
YukataNinja	83	31	1	6
Yumchild	1	0	0	0
Yumyum123	6	0	0	0
Zachbodenner	1	0	0	0
Zaikhan	15	0	0	0
ZandKey	1	0	1	0
Zaon50	3	0	0	0
Zapp111	2	0	0	0
Zapper188	6	0	0	0
Zargb5	25	2	0	0
Zdk	2	0	0	0
Zebrastripes987	3	0	0	0
Zebulonic	2	0	0	0
Ziggystrikeback	1	0	0	0
Zilch94	6	0	0	0
Zirak90	12	7	0	0
Zizha96	12	0	0	0
Zkuhlwei	2	2	0	1
Zlinky	2	0	0	0
Zminn	1	0	0	0
Zoosman2	1	0	0	0
Zweinstein	10	0	0	0
Zzzzac1	6	0	1	4
23dillon	0	1	0	0
8w4h4h4h4	0	6	0	0
Akrchstn	0	1	0	0
Alanboatman	0	2	0	0
Aquamusesun	0	1	0	0
Arne97	0	1	0	0
Asaucy9	0	1	0	0
Ayouhas	0	1	0	0
Baller1230	0	1	0	0
Baskinator101	0	2	0	0
BeantownBrews	0	3	0	0
Bhattasanjog	0	3	0	0
Big-Tom1234	0	1	0	0
BigFatKnowAll	0	4	0	0
Blacksun	0	1	0	0
Brocky44	0	6	0	1
ChemE123	0	1	0	0
Chris Bennett	0	3	0	0
Cisconetz	0	1	0	0
CMcCrell	0	1	0	0
Cohortrohoc	0	1	0	0
Cromas	0	4	0	0
CyborgJesus	0	1	0	0
Darkman74	0	1	0	0
Derri	0	7	1	1
Dfolk	0	2	0	0
DrHercules	0	1	0	0
Eckerg	0	1	0	0
Evanmp	0	1	1	0
Farci1	0	1	0	0
Flssm2008	0	2	0	0
Gonewriting9	0	1	0	0
Hassantab	0	1	0	0
Haxxed	0	1	0	0
Heroelectric	0	1	1	1
Horatio182	0	2	2	0
Hvigorita	0	2	1	0
I demand to be acknowledged	0	1	2	0
Ifleyfel	0	1	0	0
Im a fan of Jim	0	1	0	0
Jalcampbell	0	1	0	0
Jeffbarber88888	0	1	0	0
Jimmy422	0	1	0	0
John Tanner MIRC	0	1	0	0
JohnClark3	0	1	0	0
Jordan n fish	0	1	0	0
Julianathomas	0	1	7	1
Kanttellu	0	1	0	0
Kbackman	0	3	0	0
Keppelk	0	1	0	0
Krstfrs	0	1	0	0
Levipes	0	1	0	0
Little Miss Queen Of Darkness	0	1	1	0
Lkjhv	0	2	0	0
Lyndonentwistle	0	3	0	0
Mboueri	0	1	0	0
Meatwaud	0	1	0	0
Meek2003	0	1	4	0
Meliksah kir	0	4	0	0
Mentalone	0	4	0	0
Michael Bush	0	2	0	0
Michigan1234567890	0	2	0	0
Mkecna	0	1	0	0
Mlvlvr	0	1	0	0
Morgan2763	0	1	0	0
Mudak	0	1	0	0
Muhammad72	0	1	0	0
Mushtaqksa	0	1	0	0
Musicalroots412	0	3	1	0
Neues	0	1	0	1
Nicholas1951	0	1	0	0
Noetsi	0	1	0	0
Noone28	0	2	1	0
Nychus	0	2	0	0
Olimortimer	0	2	0	0
Oroton	0	2	0	0
Peshadows	0	2	0	0
Pixelfanatix	0	2	0	0
PorcupineTiger	0	1	0	0
Proverbialwisdom	0	2	0	0
Qwantron	0	1	0	0
Ralltah	0	2	0	0
Recktray	0	1	0	0
Refriedgringo	0	1	0	0
Rewirethebrain	0	1	0	0
RHelg80	0	8	0	0
Rofltcopterz0rz	0	1	12	1
Salfinga69	0	1	0	0
Sephios	0	1	0	0
Smayorgat	0	2	0	0
Smithvillepolicek9	0	1	0	0
Tchwnttb	0	1	0	0
The Unforgiv3n	0	1	2	0
Tiffc	0	5	0	0
UnderwaterRainbows	0	9	4	4
Uvdiv blog	0	6	0	0
Vargie	0	1	0	0
VICTORIANUS	0	4	0	0
Vimesman	0	1	0	0
Wales-is-smart	0	1	0	0
WiccanWarrior	0	1	0	0
WinterBlake97	0	4	0	0
Witchydude	0	1	0	0
Yoda2031	0	1	1	1
Zippit en	0	2	0	0
Zolegd	0	2	0	0
Zubeneshamali	0	2	1	0
Aaron taylor dar	0	0	6	1
Abhinavgaurav2003	0	0	1	0
Adam yau	0	0	2	0
Adam2546	0	0	5	0
Afum	0	0	1	0
Alexi128	0	0	1	0
Alhazara1990	0	0	1	0
Ali.pirdavani	0	0	1	0
Amf2004	0	0	1	0
Anas Ali (furahani)	0	0	4	0
Andysolomon	0	0	18	0
Arotatedendeavor	0	0	1	0
Ashtrey3	0	0	14	0
Aznboi11	0	0	1	0
Bemywaffle?	0	0	2	0
Bhallowitz	0	0	1	0
Bigcheesegs	0	0	8	0
Bil Gates	0	0	3	1
Bird sj25	0	0	4	0
